rating,userName,title,review,isEdited,date,developerResponse,keywords,match
1,7kikiZ,Feedback,I would say make it possible to delete accounts easier I get you don’t want ppl to delete an account. Sometimes ppl might want to change there usernames but then not be able to. And then try to delete the account and make a new one. It’s just too difficult with this user interface.,False,2018-10-08 04:06:00,"{'id': 5421851, 'body': 'Hi there. You should be able to delete your account by sending us a mail. Was this process not working?\n\n1. Send an email to close@depop.com from the same email address you used to register on Depop.\n\n2. Tell us your email and your username\n\nLove, Depop', 'modified': '2018-10-09T11:24:33Z'}","['would', 'say', 'make', 'possible', 'delete', 'accounts', 'easier', 'get', 'want', 'ppl', 'delete', 'account', 'sometimes', 'ppl', 'might', 'want', 'change', 'usernames', 'able', 'try', 'delete', 'account', 'make', 'new', 'one', 'difficult', 'user', 'interface']",true
4,jsmaveksnxndn,A few changes,"Please make it to where sold items move to the bottom of your page on their own! No one needs to see them anyways lol

Make it to where you can type coupon/ discount codes into the new cart feature!

Add a shop rules/ policies/ description tab to each shop.

Add more tab features so you can add sections to a shop such as “art” “clothes” “accessories” “shoes” ect to keep
shops organized.",True,2020-04-30 00:48:07,"{'id': 7752415, 'body': ""That's some great add ons you're bringing to us. I will make sure to pass this on to the team for ya and see how we can make some magic happen.\n\nLove, Depop"", 'modified': '2019-03-15T13:59:29Z'}","['please', 'make', 'sold', 'items', 'move', 'bottom', 'page', 'one', 'needs', 'see', 'anyways', 'lol', 'make', 'type', 'coupon/', 'discount', 'codes', 'new', 'cart', 'feature', 'add', 'shop', 'rules/', 'policies/', 'description', 'tab', 'shop', 'add', 'tab', 'features', 'add', 'sections', 'shop', '“', 'art', '”', '“', 'clothes', '”', '“', 'accessories', '”', '“', 'shoes', '”', 'ect', 'keep', 'shops', 'organized']",true
4,PhantasticTrang,i like this app,"i like this app and it has a very open surface for finding dope products to buy and also sell, but the only thing i don’t like is when you are on the explore page. the explore page has many cool items set for your preferences, but it also has products that have been sold. so when i see an item i like a lot and see that it’s already sold, it’s kind of annoying.",False,2018-06-24 07:38:02,,"['like', 'app', 'open', 'surface', 'finding', 'dope', 'products', 'buy', 'also', 'sell', 'thing', 'like', 'explore', 'page', 'explore', 'page', 'many', 'cool', 'items', 'set', 'preferences', 'also', 'products', 'sold', 'see', 'item', 'like', 'lot', 'see', 'already', 'sold', 'kind', 'annoying']",true
2,tma5340,laggy,"one of the laggiest apps i’ve ever used. i have very good wifi but whenever i use it, there is always a huge lag which makes it difficult to use. additionally, when i open a message, it still won’t be marked as read. i feel like the app should be easier to navigate and should be easier to scroll through people’s pages, similar to instagram. i also think it would help sellers advertise if there was a forum section. also, there is no notifications center which is annoying!",False,2020-05-18 04:23:46,"{'id': 15443373, 'body': 'Hey. We can imagine how frustrating this is. Please remove cached data by going to ‘Settings - Apps - Depop - Storage - Clear Data’ on your phone. Then, completely delete and re-download the app. \n\nWe’ll get this sorted,\nTeam Depop\n', 'modified': '2020-05-20T10:55:15Z'}","['one', 'laggiest', 'apps', 'ever', 'used', 'good', 'wifi', 'whenever', 'use', 'always', 'huge', 'lag', 'makes', 'difficult', 'use', 'additionally', 'open', 'message', 'still', 'marked', 'read', 'feel', 'like', 'app', 'easier', 'navigate', 'easier', 'scroll', 'people', 'pages', 'similar', 'instagram', 'also', 'think', 'would', 'help', 'sellers', 'advertise', 'forum', 'section', 'also', 'notifications', 'center', 'annoying']",true
2,Marielala123456,Super annoying glitch,Only thing I seem to have a problem with is it will tell me I have a notification I will then go into the app to review it. & the notification on the little app square itself never goes away. & it’s super annoying!!,False,2018-01-15 04:46:43,,"['thing', 'seem', 'problem', 'tell', 'notification', 'go', 'app', 'review', 'notification', 'little', 'app', 'square', 'never', 'goes', 'away', 'super', 'annoying']",true
3,Jon Elmer,"Great App, 1 Critical Fix","I love this app. It works flawlessly. But let’s cut straight to the chase: The font is terrible. It really needs an improved font to help with saving space, easier reading, and overall better aesthetics.",False,2018-01-20 18:51:02,,"['love', 'app', 'works', 'flawlessly', 'let', 'cut', 'straight', 'chase', 'font', 'terrible', 'really', 'needs', 'improved', 'font', 'help', 'saving', 'space', 'easier', 'reading', 'overall', 'better', 'aesthetics']",true
3,Racq the Belle,App could use some improvement,I wish the notifications would disappear after I view them. It’s so annoying!,False,2019-07-09 20:22:00,"{'id': 9593243, 'body': ""Hey there! I can imagine how frustrating this is. We're currently working on improving these pesky bugs. In the meantime, hang tight and enjoy doing a cheeky bit of shopping.\n\nWe're listening to you.\n\nTeam Depop"", 'modified': '2019-07-10T12:24:56Z'}","['wish', 'notifications', 'would', 'disappear', 'view', 'annoying']",true
2,ETracy12344321,Payment,"I love this app, but I can’t buy 95 percent of the stuff that I want because I don’t have pay pal... it really bothers me that I can’t buy stuff I love! Only 5 items out of over 300 went through and it’s just really annoying",False,2020-05-27 19:21:25,"{'id': 15625234, 'body': ""Hey. Good news, we're currently looking into alternative payment methods for our users and we’re rolling out Depop payments, watch this space.\n\nTeam Depop\n"", 'modified': '2020-05-28T10:17:30Z'}","['love', 'app', 'buy', '95', 'percent', 'stuff', 'want', 'pay', 'pal', '...', 'really', 'bothers', 'buy', 'stuff', 'love', '5', 'items', '300', 'went', 'really', 'annoying']",true
5,DeLaGerry,Great,The app itself runs very well. The people behind depop are very helpful if there is an issue with a user.,False,2018-12-18 19:08:52,"{'id': 6471501, 'body': ""That's lovely to hear Gerry. Glad to hear we have been helpful. Thank you for being part of our community.\n\nLove, Depop"", 'modified': '2018-12-20T02:36:53Z'}","['app', 'runs', 'well', 'people', 'behind', 'depop', 'helpful', 'issue', 'user']",true
1,Kevkevnunu,Search problem,Depop has been great but there’s a problem right now with the search. Every time you click on something from the search it takes you back all the way back to the top and it’s really annoying,True,2020-05-13 22:21:23,"{'id': 4691070, 'body': ""Hey there! This should now be fixed, so please make sure you're running the latest version of the app. If you're still experiencing the issue, you can report your issue via email (support@depop.com) or live chat: just report a technical issue through the app. Thanks! Team Depop"", 'modified': '2018-08-16T16:03:57Z'}","['depop', 'great', 'problem', 'right', 'search', 'every', 'time', 'click', 'something', 'search', 'takes', 'back', 'way', 'back', 'top', 'really', 'annoying']",true
2,bri9nna,Usually Great,This app is usually great and I have no problems with it but it keeps collapsing every time I attempt to open it. Not sure if it’s a problem on my end but it’s getting quite annoying.,False,2020-07-10 11:46:42,"{'id': 16678750, 'body': ""Hey! The good news is we've fixed this bug, if you update to the latest version it should be resolved now. Team Depop"", 'modified': '2020-07-16T16:36:09Z'}","['app', 'usually', 'great', 'problems', 'keeps', 'collapsing', 'every', 'time', 'attempt', 'open', 'sure', 'problem', 'end', 'getting', 'quite', 'annoying']",true
1,FlX THlS!,FIX THIS BUG!!,PLEASE fix the bug where when I click on an item it brings me back to the very top of the page and then I have to scroll all the way down to find an item again. It is SO annoying.,False,2020-05-18 08:23:53,"{'id': 15443555, 'body': ""Hey! The good news is we've fixed this bug, if you update to the latest version it should be resolved now.\n\nTeam Depop"", 'modified': '2020-05-20T11:04:54Z'}","['please', 'fix', 'bug', 'click', 'item', 'brings', 'back', 'top', 'page', 'scroll', 'way', 'find', 'item', 'annoying']",true
1,fufu-aly,My listings keep getting deleted,"I had an item posted that i really needed to sell, and went to check on my page this morning and the listing was gone. It didn’t violate any guidelines or anything and it was just randomly deleted. Super annoying.",False,2020-02-14 16:09:43,"{'id': 13534615, 'body': ""Hey. This shouldn't occur unless your item has been removed. Have you tried re-listing since? \n\nTeam Depop"", 'modified': '2020-02-17T12:49:22Z'}","['item', 'posted', 'really', 'needed', 'sell', 'went', 'check', 'page', 'morning', 'listing', 'gone', 'violate', 'guidelines', 'anything', 'randomly', 'deleted', 'super', 'annoying']",true
4,😝😏💀,Good but could be better,I like it but I accidentally slide over and it’s very annoying.,False,2020-12-31 11:48:24,,"['like', 'accidentally', 'slide', 'annoying']",true
5,monicamagliari,Depop,"Love Depop. I’m making a living, having fun and building a great wardrobe. It's the younger, hipper version of poshmark that truly values its users.",False,2020-10-30 02:43:12,"{'id': 18830094, 'body': ""Hey Monica,\n\nIt's delightful to see such positive words and it’s always a pleasure to serve our users.\n\nTeam Depop"", 'modified': '2020-11-01T17:06:08Z'}","['love', 'depop', 'making', 'living', 'fun', 'building', 'great', 'wardrobe', ""'s"", 'younger', 'hipper', 'version', 'poshmark', 'truly', 'values', 'users']",true
3,stylegalore,Returns are not easy,"Depop is a good app, but initiating a return, getting a return label is all up to you. Come on Depop, you can bring this process into the app and help users out!",False,2020-05-05 22:37:25,"{'id': 15248641, 'body': ""Hey. Thanks for the feedback. We love hearing about what we can do to improve Depop for our Community. When you succeed, we succeed. We'll be passing this along to our Product Team.\nTeam Depop\n"", 'modified': '2020-05-11T18:38:34Z'}","['depop', 'good', 'app', 'initiating', 'return', 'getting', 'return', 'label', 'come', 'depop', 'bring', 'process', 'app', 'help', 'users']",true
5,imaginxx,Love the update!,All the flaws on the app are gone! And I love the new layout.,False,2020-05-21 01:29:31,"{'id': 15472522, 'body': 'We love to see it.\n\nStay safe,\nTeam Depop', 'modified': '2020-05-21T15:38:31Z'}","['flaws', 'app', 'gone', 'love', 'new', 'layout']",true
3,scrtfnclb,Notifications,"Notifications don’t go away, beyond annoying.",False,2020-12-19 06:11:33,,"['notifications', 'go', 'away', 'beyond', 'annoying']",true
1,hai$$$,Horrible!!,I have sold and purchased many things on Depop but now it will not let me see my messages or message anybody. I can not see my purchase history at all. This is so annoying,False,2020-07-11 02:50:12,"{'id': 16718300, 'body': ""Hey, we can imagine how frustrating this is. Please get in touch by going to 'Settings - Need help - Technical issues - I've still got an issue' and send us a report.\n \nWe’ll take it from here,\nTeam Depop\n"", 'modified': '2020-07-18T20:06:19Z'}","['sold', 'purchased', 'many', 'things', 'depop', 'let', 'see', 'messages', 'message', 'anybody', 'see', 'purchase', 'history', 'annoying']",true
3,Ja'Ravia,Awesome but biased,I love Depop. I just feel like it’s a little difficult to sell things if you aren’t already famous or have a great aesthetic,False,2018-08-09 11:11:42,"{'id': 4754667, 'body': 'Hey there! Our advice would be to: \n\n- share your shop all over social media\n- follow plenty of like-minded / styled users\n- take great pictures, taking tips from the Explore page\n\nWe really believe that these three suggestions will help your shop go far. Wishing you the best! Team Depop', 'modified': '2018-08-21T16:06:53Z'}","['love', 'depop', 'feel', 'like', 'little', 'difficult', 'sell', 'things', 'already', 'famous', 'great', 'aesthetic']",true
3,TheramANH,I AM IN LOVE!! Buttt,Look this is a great app! I looooove it! I wish I had heard of it sooner. The problem is it keeps crashing on me and it’s been very annoying.,False,2018-03-12 15:56:39,"{'id': 2815359, 'body': ""Hey TheramANH! Glad you're enjoying the app but sorry you're experiencing some issues. Please do send a report out via the app and include relevant information about the problem so that we can investigate ASAP. Thanks! Team Depop"", 'modified': '2018-03-13T14:23:35Z'}","['look', 'great', 'app', 'looooove', 'wish', 'heard', 'sooner', 'problem', 'keeps', 'crashing', 'annoying']",true
1,Breen98,can’t navigate search!!!,It keeps sending me back to the top of the search results every time I go back from an item! Super annoying!!,False,2020-05-14 18:03:24,"{'id': 15340427, 'body': ""Hey, sorry to hear about this! The good news is we've got a fix for this bug on the way. \n\nStay tuned, \nTeam Depop\n"", 'modified': '2020-05-15T11:59:38Z'}","['keeps', 'sending', 'back', 'top', 'search', 'results', 'every', 'time', 'go', 'back', 'item', 'super', 'annoying']",true
1,tiny ging,Frustrated,I’ve been scammed on depop twice now. Make sellers enter a tracking number before it ships so I don’t get people abandoning their accounts before giving me proof of shipping. This is annoying.,False,2018-06-26 21:41:46,,"['scammed', 'depop', 'twice', 'make', 'sellers', 'enter', 'tracking', 'number', 'ships', 'get', 'people', 'abandoning', 'accounts', 'giving', 'proof', 'shipping', 'annoying']",true
2,bts idol comeback,i love the app but,"recently when ever you search up an item and click on a product and then go back to the page it resets to the top, so you have to scroll back down to where you left off and it’s super annoying",False,2020-05-17 10:33:43,"{'id': 15395936, 'body': ""Hey, sorry to hear about this! The good news is we've got a fix for this bug on the way. \n \nStay tuned, \nTeam Depop\n"", 'modified': '2020-05-18T15:21:14Z'}","['recently', 'ever', 'search', 'item', 'click', 'product', 'go', 'back', 'page', 'resets', 'top', 'scroll', 'back', 'left', 'super', 'annoying']",true
5,money8776,app not working,why isn’t the app letting me log in? it seems to be crashing for me and other users,False,2020-07-11 04:17:33,"{'id': 16719188, 'body': ""Hey! The good news is we've fixed this bug, if you update to the latest version it should be resolved now. Team Depop"", 'modified': '2020-07-18T21:53:34Z'}","['app', 'letting', 'log', 'seems', 'crashing', 'users']",true
1,_.kitty._.kitty._,CANT LOG IN,"i cant log in at all! My info is 100% correct but it's saying ""The operation could not be completed. Please try again later.""
WHY? i'm getting annoyed.",False,2020-12-24 01:43:32,,"['cant', 'log', 'info', '100', 'correct', ""'s"", 'saying', '``', 'operation', 'could', 'completed', 'please', 'try', 'later', ""''"", ""'m"", 'getting', 'annoyed']",true
3,emmaangeline,mixed feelings,"i love the app and have had lots of successful purchases, but the application itself is not good. crashes often, very glitchy when i’m shopping, pages freeze a lot. it has gotten annoying.",False,2019-10-08 06:22:18,"{'id': 11144861, 'body': ""Hey there. Thanks for the feedback. We're currently working on a quick fix for this.\n\nIn the meantime, please try removing cached data by going to ‘Settings - Apps - Depop - Storage - Clear Data’ on your phone. Then, completely delete and re-download the app. Still crashing? Drop us a line at support@depop.com.\n \nWe’ll get this sorted,\nTeam Depop"", 'modified': '2019-10-09T09:58:48Z'}","['love', 'app', 'lots', 'successful', 'purchases', 'application', 'good', 'crashes', 'often', 'glitchy', 'shopping', 'pages', 'freeze', 'lot', 'gotten', 'annoying']",true
4,••Meh••,idk,love this app normally but it’s no longer letting me enter my address it’s just keeps going back to the previous page and it’s annoying,False,2020-09-17 23:33:30,"{'id': 18004383, 'body': ""Hey, we can imagine how frustrating this is and we’re currently working to resolve this issue. Please get in touch by going to 'Settings - Need help - Technical issues - I've still got an issue' and send us a report leaving your username and details.\n \nWe’ll take it from here,\nTeam Depop\n"", 'modified': '2020-09-21T16:03:49Z'}","['love', 'app', 'normally', 'longer', 'letting', 'enter', 'address', 'keeps', 'going', 'back', 'previous', 'page', 'annoying']",true
1,jacquelinenguyyyen,So stupid,It keeps crashing again and again it’s so annoying.,False,2019-04-27 01:20:37,"{'id': 8502557, 'body': 'Hey Jacqueline, that does sound annoying. Can you please pop over a report via our in-app support Settings - Need Help? - Technical Issues and then we can get this sorted together. Keep us posted ❤️\n\nLove, Depop', 'modified': '2019-05-04T04:34:12Z'}","['keeps', 'crashing', 'annoying']",true
5,nicolefox1035,nicolef,Love this app! So organized.,False,2019-06-26 14:05:57,"{'id': 9381625, 'body': 'Yesssss Nicole! Thanks for the feedback.\n\nKeep sharing the love,\nTeam Depop', 'modified': '2019-06-27T10:47:46Z'}","['love', 'app', 'organized']",true
2,geo474_#,Idk,Love the app but sometimes I’m not on the app so I logs me out so I stopped using it cuz got annoying,False,2019-11-03 19:16:35,"{'id': 11636771, 'body': 'Hey, we can imagine how frustrating this must be. Drop us a line at support@depop.com with your phone number and email address and we’ll connect you again.\n\nWe’ve got you,\nTeam Depop', 'modified': '2019-11-04T10:49:19Z'}","['love', 'app', 'sometimes', 'app', 'logs', 'stopped', 'using', 'cuz', 'got', 'annoying']",true
1,T13lao,REMOVED MY ACCOUNT WITHOUT MY PERMISSION,I spent so much time building my account and store. They removed my account completely and is so annoying,False,2020-12-25 20:17:48,,"['spent', 'much', 'time', 'building', 'account', 'store', 'removed', 'account', 'completely', 'annoying']",true
3,maggotbby,bug,please fix the scroll bug it’s so annoying,False,2020-05-17 18:57:28,"{'id': 15396162, 'body': ""Hey, sorry to hear about this! The good news is we've got a fix for this bug on the way. \n \nStay tuned, \nTeam Depop\n"", 'modified': '2020-05-18T15:33:42Z'}","['please', 'fix', 'scroll', 'bug', 'annoying']",true
2,ASHHLIEE,TOO MANY UPDATES,They update this dang app every 3 days so annoying,False,2018-01-23 20:38:16,,"['update', 'dang', 'app', 'every', '3', 'days', 'annoying']",true
1,alakaus,This sight is a scam,"Scam, I ordered a sweatshirt two months ago and didn’t get it; so be prepared for a disappointment",False,2018-10-08 23:20:34,"{'id': 5443246, 'body': ""That's awful to hear! Have you been in touch with our support team? They can help guide you on give you instructions on how to receive a refund.\n\nLove, Depop"", 'modified': '2018-10-10T13:26:40Z'}","['scam', 'ordered', 'sweatshirt', 'two', 'months', 'ago', 'get', 'prepared', 'disappointment']",true
1,Madi :)):)),crashing,"i’ve sold almost like 400 dollars worth of brandy melville and now my app keeps crashing i’ve done everything depop recommended, it’s just annoying",False,2020-07-10 13:35:07,"{'id': 16716751, 'body': ""Hey! The good news is we've fixed this bug, if you update to the latest version it should be resolved now. Team Depop"", 'modified': '2020-07-18T16:51:28Z'}","['sold', 'almost', 'like', '400', 'dollars', 'worth', 'brandy', 'melville', 'app', 'keeps', 'crashing', 'done', 'everything', 'depop', 'recommended', 'annoying']",true
1,ratlitter,so many bugs lately,please fix the search engine it keeps taking me back up to the top and it’s so annoying,False,2020-05-15 00:45:40,"{'id': 15340549, 'body': ""Hey, sorry to hear about this! The good news is we've got a fix for this bug on the way. \n\nStay tuned, \nTeam Depop\n"", 'modified': '2020-05-15T12:04:30Z'}","['please', 'fix', 'search', 'engine', 'keeps', 'taking', 'back', 'top', 'annoying']",true
4,fxckingshizzx,UPDATE THE APP,Please update the app for iPad users!,True,2020-06-15 07:11:10,"{'id': 15625349, 'body': ""Hey. Thanks for the feedback. We love hearing about what we can do to improve Depop for our Community. When you succeed, we succeed. We'll be passing this along to our Product Team.\n\nTeam Depop\n"", 'modified': '2020-05-28T10:21:38Z'}","['please', 'update', 'app', 'ipad', 'users']",true
3,Yubipop,Prefer old Depop,"The new update isn't that great, the red is pretty obnoxious and not pleasant to look at. When refreshing my own shop, it gets pretty annoying since only half the screen can be pulled down to refresh (so it's really awkward to refresh when I get such a small space to swipe down). Most of the time, a lot of the buttons and part of the text will glitch out and I won't be able t see it and it's really hard to click. I really enjoyed the old setup where I could see what other people liked and not have my notifications at the top. For the looks, I prefer the green buy button from before as this one doesn't really have a nice font choice. The letters are ultra bold and look flattened, the contrasting colors are also distracting. Really not a fan of the font, doesn't look very neat.  The bottom buttons look a little off and aren't as nice to click (sometimes it doesnt feel like you clicked them but you did or the other way around). Even though Im not a fan of the color, I dislike the font choice even more because it looks like the fonts from high school presentations that were thrown together. Still leaving 3 stars though because I hope they'll be able to have a new update and fix these. Especially the glitches, refresh screen size and font.",False,2017-07-20 22:34:05,,"['new', 'update', ""n't"", 'great', 'red', 'pretty', 'obnoxious', 'pleasant', 'look', 'refreshing', 'shop', 'gets', 'pretty', 'annoying', 'since', 'half', 'screen', 'pulled', 'refresh', ""'s"", 'really', 'awkward', 'refresh', 'get', 'small', 'space', 'swipe', 'time', 'lot', 'buttons', 'part', 'text', 'glitch', 'wo', ""n't"", 'able', 'see', ""'s"", 'really', 'hard', 'click', 'really', 'enjoyed', 'old', 'setup', 'could', 'see', 'people', 'liked', 'notifications', 'top', 'looks', 'prefer', 'green', 'buy', 'button', 'one', ""n't"", 'really', 'nice', 'font', 'choice', 'letters', 'ultra', 'bold', 'look', 'flattened', 'contrasting', 'colors', 'also', 'distracting', 'really', 'fan', 'font', ""n't"", 'look', 'neat', 'bottom', 'buttons', 'look', 'little', ""n't"", 'nice', 'click', 'sometimes', 'doesnt', 'feel', 'like', 'clicked', 'way', 'around', 'even', 'though', 'im', 'fan', 'color', 'dislike', 'font', 'choice', 'even', 'looks', 'like', 'fonts', 'high', 'school', 'presentations', 'thrown', 'together', 'still', 'leaving', '3', 'stars', 'though', 'hope', ""'ll"", 'able', 'new', 'update', 'fix', 'especially', 'glitches', 'refresh', 'screen', 'size', 'font']",true
1,student22347,"Glitch, Scammers, and will not issue a refund","Depop seemed amazing at first, but the first time I purchased something on the app (this entire transaction was completed in-app), there was a glitch and the seller did not receive the prepaid shipping label and the purchase did not show up on my profile. Therefore, the seller had to pay for shipping a second time at the post office and we could not leave feedback for each other. I contacted Depop so the seller could receive a refund but it was so complicated and she decided that she did not want to go through the trouble. I then asked Depop for a refund of the money I paid for shipping which did not end up being used for shipping due to the glitch. Depop is telling me to contact the seller to initiate the refund but I do not want her to go through further trouble for me. Besides, it has been over two weeks since I made the purchase and originally contacted Depop. I am severely disappointed at the way Depop has been handling the glitch, making it so complicated to receive a refund, and replying to my emails so late that this problem has been dragged out for so long. Furthermore, I have seen more scammers than buyers on the app. I do not feel safe using the app because Depop does not verify users. I hope that these issues can be solved quickly or Depop will experience a drop in users.",False,2017-09-13 01:38:03,,"['depop', 'seemed', 'amazing', 'first', 'first', 'time', 'purchased', 'something', 'app', 'entire', 'transaction', 'completed', 'in-app', 'glitch', 'seller', 'receive', 'prepaid', 'shipping', 'label', 'purchase', 'show', 'profile', 'therefore', 'seller', 'pay', 'shipping', 'second', 'time', 'post', 'office', 'could', 'leave', 'feedback', 'contacted', 'depop', 'seller', 'could', 'receive', 'refund', 'complicated', 'decided', 'want', 'go', 'trouble', 'asked', 'depop', 'refund', 'money', 'paid', 'shipping', 'end', 'used', 'shipping', 'due', 'glitch', 'depop', 'telling', 'contact', 'seller', 'initiate', 'refund', 'want', 'go', 'trouble', 'besides', 'two', 'weeks', 'since', 'made', 'purchase', 'originally', 'contacted', 'depop', 'severely', 'disappointed', 'way', 'depop', 'handling', 'glitch', 'making', 'complicated', 'receive', 'refund', 'replying', 'emails', 'late', 'problem', 'dragged', 'long', 'furthermore', 'seen', 'scammers', 'buyers', 'app', 'feel', 'safe', 'using', 'app', 'depop', 'verify', 'users', 'hope', 'issues', 'solved', 'quickly', 'depop', 'experience', 'drop', 'users']",true
5,MelTheTurtle,"Good app, iffy community.","I really like this app but the community can be a little annoying to deal with. I've sold 20 items and bought 10 so far and i have found some good people and good things! Have not been scammed either which is great! My only suggestions as of right now are 1) there should be a ""viewed ____ times"" feature so you can see how many people have viewed your item, also there should be a way to categorize items by brand when you post and when you search so people can look specifically for urban outfitters or brandy or whatever it is they are trying to find without having to sort through the search results. All in all i love this app and i wish there were more users on it!",False,2015-12-16 22:36:09,,"['really', 'like', 'app', 'community', 'little', 'annoying', 'deal', ""'ve"", 'sold', '20', 'items', 'bought', '10', 'far', 'found', 'good', 'people', 'good', 'things', 'scammed', 'either', 'great', 'suggestions', 'right', '1', '``', 'viewed', '____', 'times', ""''"", 'feature', 'see', 'many', 'people', 'viewed', 'item', 'also', 'way', 'categorize', 'items', 'brand', 'post', 'search', 'people', 'look', 'specifically', 'urban', 'outfitters', 'brandy', 'whatever', 'trying', 'find', 'without', 'sort', 'search', 'results', 'love', 'app', 'wish', 'users']",true
5,Wordsddd2576,Love this app!,"I downloaded this app last January because a GF of mine recommended it. Initially I was only a buyer. I have an Etsy shop that's pretty good and I didn't have expectations to make very much money and at first I really didn't. But I gradually started to put more time into It and posting the same items I was listing on Etsy and and now, less than a year later there are months when I make more money on Depop than I do on Etsy. It does have occasional glitches (every app does though) and sales do vary based on each sellers amount of followers but just like anything else you get you put in. Overall though Depop is an excellent and powerful seller platform with a savvy and attentive staff who actually care about their users.",False,2016-10-18 19:19:07,,"['downloaded', 'app', 'last', 'january', 'gf', 'mine', 'recommended', 'initially', 'buyer', 'etsy', 'shop', ""'s"", 'pretty', 'good', ""n't"", 'expectations', 'make', 'much', 'money', 'first', 'really', ""n't"", 'gradually', 'started', 'put', 'time', 'posting', 'items', 'listing', 'etsy', 'less', 'year', 'later', 'months', 'make', 'money', 'depop', 'etsy', 'occasional', 'glitches', 'every', 'app', 'though', 'sales', 'vary', 'based', 'sellers', 'amount', 'followers', 'like', 'anything', 'else', 'get', 'put', 'overall', 'though', 'depop', 'excellent', 'powerful', 'seller', 'platform', 'savvy', 'attentive', 'staff', 'actually', 'care', 'users']",true
4,Raysk7,"So far, so good","I've only used the app a handful of times, but have enjoyed browsing this far. Search filtering could use some refining with some options added. I attempted to search for items with keyword Military and only wanted to see men's items but rather than be able to see all men's items with ""military"" associations, I was forced to select a specific category-outerwear- and had to go back and select each category individually to see the order items and found it annoying. Pardon the grammar and spelling errors, not the most patient iPhone user.",False,2016-10-16 20:26:46,,"[""'ve"", 'used', 'app', 'handful', 'times', 'enjoyed', 'browsing', 'far', 'search', 'filtering', 'could', 'use', 'refining', 'options', 'added', 'attempted', 'search', 'items', 'keyword', 'military', 'wanted', 'see', 'men', ""'s"", 'items', 'rather', 'able', 'see', 'men', ""'s"", 'items', '``', 'military', ""''"", 'associations', 'forced', 'select', 'specific', 'category-outerwear-', 'go', 'back', 'select', 'category', 'individually', 'see', 'order', 'items', 'found', 'annoying', 'pardon', 'grammar', 'spelling', 'errors', 'patient', 'iphone', 'user']",true
3,Depop Seller 2 Years,Overall Good,I find it to be a bummer that depop takes out 10% of each transaction instead of 5% or a steady 20 cents for each listing as I have seen on other apps. Might not seem like much but for bigger sales it can really add up and take away from the amount you actually get after shipping and cost of the item. There have also recently been a lot of scam messages and robots that haven't been taken care of. Besides that it's one of the better apps out there that I have tried and I like the simplicity of the Instagram layout.,False,2017-05-31 06:21:56,,"['find', 'bummer', 'depop', 'takes', '10', 'transaction', 'instead', '5', 'steady', '20', 'cents', 'listing', 'seen', 'apps', 'might', 'seem', 'like', 'much', 'bigger', 'sales', 'really', 'add', 'take', 'away', 'amount', 'actually', 'get', 'shipping', 'cost', 'item', 'also', 'recently', 'lot', 'scam', 'messages', 'robots', ""n't"", 'taken', 'care', 'besides', ""'s"", 'one', 'better', 'apps', 'tried', 'like', 'simplicity', 'instagram', 'layout']",true
2,supjack94,Horrible Update,"This new Depop Update is garbage. The design is terrible (red and black) with the fonts so blocky and huge. Besides that, there are so many bugs as well. Whenever I sell an item that's 100% taken care of (shipped out and left feedback, buyer gets item, leaves feedback) I STILL have that annoying notification that I am missing something. Restarted my phone twice and it didn't go away. A few days later I turned it off again and it finally went away. Also, there's so many scammers now that needs to be taken care of, it's really annoying.",False,2017-07-26 02:11:29,,"['new', 'depop', 'update', 'garbage', 'design', 'terrible', 'red', 'black', 'fonts', 'blocky', 'huge', 'besides', 'many', 'bugs', 'well', 'whenever', 'sell', 'item', ""'s"", '100', 'taken', 'care', 'shipped', 'left', 'feedback', 'buyer', 'gets', 'item', 'leaves', 'feedback', 'still', 'annoying', 'notification', 'missing', 'something', 'restarted', 'phone', 'twice', ""n't"", 'go', 'away', 'days', 'later', 'turned', 'finally', 'went', 'away', 'also', ""'s"", 'many', 'scammers', 'needs', 'taken', 'care', ""'s"", 'really', 'annoying']",true
2,Kira Selena,Customer service needs work,"I've had several issues on Depop since I started using it a year ago. Whenever I've contacted Depop Support for assistance, they've taken forever to respond, if they respond at all. Usually it takes several tries over 1-2 weeks to get an unhelpful response that doesn't address my question. They are very quick to lay blame on the user and often don't seem to understand the issue. I don't know if they're understaffed or if they just don't care about their users.",False,2017-06-05 17:22:43,,"[""'ve"", 'several', 'issues', 'depop', 'since', 'started', 'using', 'year', 'ago', 'whenever', ""'ve"", 'contacted', 'depop', 'support', 'assistance', ""'ve"", 'taken', 'forever', 'respond', 'respond', 'usually', 'takes', 'several', 'tries', '1-2', 'weeks', 'get', 'unhelpful', 'response', ""n't"", 'address', 'question', 'quick', 'lay', 'blame', 'user', 'often', ""n't"", 'seem', 'understand', 'issue', ""n't"", 'know', ""'re"", 'understaffed', ""n't"", 'care', 'users']",true
